PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,Title,AgeBand,FareBand
382,1,3,1,1.0,0,2,15.7417,1.0,0,3,0,2,0,2
383,0,3,0,32.0,0,0,7.925,0.0,0,1,1,1,1,1
384,1,1,1,35.0,1,0,52.0,0.0,0,2,0,3,2,3
385,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
386,0,2,0,18.0,0,0,73.5,0.0,0,1,1,1,1,3
387,0,3,0,1.0,5,2,46.9,0.0,0,8,0,4,0,3
388,1,2,1,36.0,0,0,13.0,0.0,0,1,1,2,2,1
389,0,3,0,25.0,0,0,7.7292,2.0,0,1,1,1,1,0
390,1,2,1,17.0,0,0,12.0,1.0,0,1,1,2,1,1
391,1,1,0,36.0,1,2,120.0,0.0,1,4,0,1,2,3
392,1,3,0,21.0,0,0,7.7958,0.0,0,1,1,1,1,0
393,0,3,0,28.0,2,0,7.925,0.0,0,3,0,1,1,1
394,1,1,1,23.0,1,0,113.275,1.0,1,2,0,2,1,3
395,1,3,1,24.0,0,2,16.7,0.0,1,3,0,3,1,2
396,0,3,0,22.0,0,0,7.7958,0.0,0,1,1,1,1,0
397,0,3,1,31.0,0,0,7.8542,0.0,0,1,1,2,1,0
398,0,2,0,46.0,0,0,26.0,0.0,0,1,1,1,2,2
399,0,2,0,23.0,0,0,10.5,0.0,0,1,1,5,1,1
400,1,2,1,28.0,0,0,12.65,0.0,0,1,1,3,1,1
401,1,3,0,39.0,0,0,7.925,0.0,0,1,1,1,2,1
402,0,3,0,26.0,0,0,8.05,0.0,0,1,1,1,1,1
403,0,3,1,21.0,1,0,9.825,0.0,0,2,0,2,1,1
404,0,3,0,28.0,1,0,15.85,0.0,0,2,0,1,1,2
405,0,3,1,20.0,0,0,8.6625,0.0,0,1,1,2,1,1
406,0,2,0,34.0,1,0,21.0,0.0,0,2,0,1,2,2
407,0,3,0,51.0,0,0,7.75,0.0,0,1,1,1,3,0
408,1,2,0,3.0,1,1,18.75,0.0,0,3,0,4,0,2
409,0,3,0,21.0,0,0,7.775,0.0,0,1,1,1,1,0
410,0,3,1,21.5,3,1,25.4667,0.0,0,5,0,2,1,2
411,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
412,0,3,0,25.0,0,0,6.8583,2.0,0,1,1,1,1,0
413,1,1,1,33.0,1,0,90.0,2.0,1,2,0,2,2,3
414,0,2,0,30.0,0,0,0.0,0.0,0,1,1,1,1,0
415,1,3,0,44.0,0,0,7.925,0.0,0,1,1,1,2,1
416,0,3,1,21.5,0,0,8.05,0.0,0,1,1,3,1,1
417,1,2,1,34.0,1,1,32.5,0.0,0,3,0,3,2,3
418,1,2,1,18.0,0,2,13.0,0.0,0,3,0,2,1,1
419,0,2,0,30.0,0,0,13.0,0.0,0,1,1,1,1,1
420,0,3,1,10.0,0,2,24.15,0.0,0,3,0,2,0,2
421,0,3,0,25.0,0,0,7.8958,1.0,0,1,1,1,1,0
422,0,3,0,21.0,0,0,7.7333,2.0,0,1,1,1,1,0
423,0,3,0,29.0,0,0,7.875,0.0,0,1,1,1,1,0
424,0,3,1,28.0,1,1,14.4,0.0,0,3,0,3,1,1
425,0,3,0,18.0,1,1,20.2125,0.0,0,3,0,1,1,2
426,0,3,0,25.0,0,0,7.25,0.0,0,1,1,1,1,0
427,1,2,1,28.0,1,0,26.0,0.0,0,2,0,3,1,2
428,1,2,1,19.0,0,0,26.0,0.0,0,1,1,2,1,2
429,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
430,1,3,0,32.0,0,0,8.05,0.0,1,1,1,1,1,1
431,1,1,0,28.0,0,0,26.55,0.0,1,1,1,1,1,2
432,1,3,1,21.5,1,0,16.1,0.0,0,2,0,3,1,2
433,1,2,1,42.0,1,0,26.0,0.0,0,2,0,3,2,2
434,0,3,0,17.0,0,0,7.125,0.0,0,1,1,1,1,0
435,0,1,0,50.0,1,0,55.9,0.0,1,2,0,1,3,3
436,1,1,1,14.0,1,2,120.0,0.0,1,4,0,2,0,3
437,0,3,1,21.0,2,2,34.375,0.0,0,5,0,2,1,3
438,1,2,1,24.0,2,3,18.75,0.0,0,6,0,3,1,2
439,0,1,0,64.0,1,4,263.0,0.0,1,6,0,1,3,3
440,0,2,0,31.0,0,0,10.5,0.0,0,1,1,1,1,1
441,1,2,1,45.0,1,1,26.25,0.0,0,3,0,3,2,2
442,0,3,0,20.0,0,0,9.5,0.0,0,1,1,1,1,1
443,0,3,0,25.0,1,0,7.775,0.0,0,2,0,1,1,0
444,1,2,1,28.0,0,0,13.0,0.0,0,1,1,2,1,1
445,1,3,0,25.0,0,0,8.1125,0.0,0,1,1,1,1,1
446,1,1,0,4.0,0,2,81.8583,0.0,1,3,0,4,0,3
447,1,2,1,13.0,0,1,19.5,0.0,0,2,0,2,0,2
448,1,1,0,34.0,0,0,26.55,0.0,0,1,1,1,2,2
449,1,3,1,5.0,2,1,19.2583,1.0,0,4,0,2,0,2
450,1,1,0,52.0,0,0,30.5,0.0,1,1,1,5,3,2
451,0,2,0,36.0,1,2,27.75,0.0,0,4,0,1,2,2
452,0,3,0,25.0,1,0,19.9667,0.0,0,2,0,1,1,2
453,0,1,0,30.0,0,0,27.75,1.0,1,1,1,1,1,2
454,1,1,0,49.0,1,0,89.1042,1.0,1,2,0,1,3,3
455,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
456,1,3,0,29.0,0,0,7.8958,1.0,0,1,1,1,1,0
457,0,1,0,65.0,0,0,26.55,0.0,1,1,1,1,4,2
458,1,1,1,35.0,1,0,51.8625,0.0,1,2,0,3,2,3
459,1,2,1,50.0,0,0,10.5,0.0,0,1,1,2,3,1
460,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
461,1,1,0,48.0,0,0,26.55,0.0,1,1,1,1,2,2
462,0,3,0,34.0,0,0,8.05,0.0,0,1,1,1,2,1
463,0,1,0,47.0,0,0,38.5,0.0,1,1,1,1,2,3
464,0,2,0,48.0,0,0,13.0,0.0,0,1,1,1,2,1
465,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
466,0,3,0,38.0,0,0,7.05,0.0,0,1,1,1,2,0
467,0,2,0,30.0,0,0,0.0,0.0,0,1,1,1,1,0
468,0,1,0,56.0,0,0,26.55,0.0,0,1,1,1,3,2
469,0,3,0,25.0,0,0,7.725,2.0,0,1,1,1,1,0
470,1,3,1,0.75,2,1,19.2583,1.0,0,4,0,2,0,2
471,0,3,0,25.0,0,0,7.25,0.0,0,1,1,1,1,0
472,0,3,0,38.0,0,0,8.6625,0.0,0,1,1,1,2,1
473,1,2,1,33.0,1,2,27.75,0.0,0,4,0,3,2,2
474,1,2,1,23.0,0,0,13.7917,1.0,1,1,1,3,1,1
475,0,3,1,22.0,0,0,9.8375,0.0,0,1,1,2,1,1
476,0,1,0,40.0,0,0,52.0,0.0,1,1,1,1,2,3
477,0,2,0,34.0,1,0,21.0,0.0,0,2,0,1,2,2
478,0,3,0,29.0,1,0,7.0458,0.0,0,2,0,1,1,0
479,0,3,0,22.0,0,0,7.5208,0.0,0,1,1,1,1,0
480,1,3,1,2.0,0,1,12.2875,0.0,0,2,0,2,0,1
481,0,3,0,9.0,5,2,46.9,0.0,0,8,0,4,0,3
482,0,2,0,30.0,0,0,0.0,0.0,0,1,1,1,1,0
483,0,3,0,50.0,0,0,8.05,0.0,0,1,1,1,3,1
484,1,3,1,63.0,0,0,9.5875,0.0,0,1,1,3,3,1
485,1,1,0,25.0,1,0,91.0792,1.0,1,2,0,1,1,3
486,0,3,1,21.5,3,1,25.4667,0.0,0,5,0,2,1,2
487,1,1,1,35.0,1,0,90.0,0.0,1,2,0,3,2,3
488,0,1,0,58.0,0,0,29.7,1.0,1,1,1,1,3,2
489,0,3,0,30.0,0,0,8.05,0.0,0,1,1,1,1,1
490,1,3,0,9.0,1,1,15.9,0.0,0,3,0,4,0,2
491,0,3,0,25.0,1,0,19.9667,0.0,0,2,0,1,1,2
492,0,3,0,21.0,0,0,7.25,0.0,0,1,1,1,1,0
493,0,1,0,55.0,0,0,30.5,0.0,1,1,1,1,3,2
494,0,1,0,71.0,0,0,49.5042,1.0,0,1,1,1,4,3
495,0,3,0,21.0,0,0,8.05,0.0,0,1,1,1,1,1
496,0,3,0,25.0,0,0,14.4583,1.0,0,1,1,1,1,2
497,1,1,1,54.0,1,0,78.2667,1.0,1,2,0,2,3,3
498,0,3,0,25.0,0,0,15.1,0.0,0,1,1,1,1,2
499,0,1,1,25.0,1,2,151.55,0.0,1,4,0,3,1,3
500,0,3,0,24.0,0,0,7.7958,0.0,0,1,1,1,1,0
501,0,3,0,17.0,0,0,8.6625,0.0,0,1,1,1,1,1
502,0,3,1,21.0,0,0,7.75,2.0,0,1,1,2,1,0
503,0,3,1,21.5,0,0,7.6292,2.0,0,1,1,2,1,0
504,0,3,1,37.0,0,0,9.5875,0.0,0,1,1,2,2,1
505,1,1,1,16.0,0,0,86.5,0.0,1,1,1,2,0,3
506,0,1,0,18.0,1,0,108.9,1.0,1,2,0,1,1,3
507,1,2,1,33.0,0,2,26.0,0.0,0,3,0,3,2,2
508,1,1,0,40.0,0,0,26.55,0.0,0,1,1,1,2,2
509,0,3,0,28.0,0,0,22.525,0.0,0,1,1,1,1,2
510,1,3,0,26.0,0,0,56.4958,0.0,0,1,1,1,1,3
511,1,3,0,29.0,0,0,7.75,2.0,0,1,1,1,1,0
512,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
513,1,1,0,36.0,0,0,26.2875,0.0,1,1,1,1,2,2
514,1,1,1,54.0,1,0,59.4,1.0,0,2,0,3,3,3
515,0,3,0,24.0,0,0,7.4958,0.0,0,1,1,1,1,0
516,0,1,0,47.0,0,0,34.0208,0.0,1,1,1,1,2,3
517,1,2,1,34.0,0,0,10.5,0.0,1,1,1,3,2,1
518,0,3,0,25.0,0,0,24.15,2.0,0,1,1,1,1,2
519,1,2,1,36.0,1,0,26.0,0.0,0,2,0,3,2,2
520,0,3,0,32.0,0,0,7.8958,0.0,0,1,1,1,1,0
521,1,1,1,30.0,0,0,93.5,0.0,1,1,1,2,1,3
522,0,3,0,22.0,0,0,7.8958,0.0,0,1,1,1,1,0
523,0,3,0,25.0,0,0,7.225,1.0,0,1,1,1,1,0
524,1,1,1,44.0,0,1,57.9792,1.0,1,2,0,3,2,3
525,0,3,0,25.0,0,0,7.2292,1.0,0,1,1,1,1,0
526,0,3,0,40.5,0,0,7.75,2.0,0,1,1,1,2,0
527,1,2,1,50.0,0,0,10.5,0.0,0,1,1,2,3,1
528,0,1,0,40.0,0,0,221.7792,0.0,1,1,1,1,2,3
529,0,3,0,39.0,0,0,7.925,0.0,0,1,1,1,2,1
530,0,2,0,23.0,2,1,11.5,0.0,0,4,0,1,1,1
531,1,2,1,2.0,1,1,26.0,0.0,0,3,0,2,0,2
532,0,3,0,25.0,0,0,7.2292,1.0,0,1,1,1,1,0
533,0,3,0,17.0,1,1,7.2292,1.0,0,3,0,1,1,0
534,1,3,1,21.5,0,2,22.3583,1.0,0,3,0,3,1,2
535,0,3,1,30.0,0,0,8.6625,0.0,0,1,1,2,1,1
536,1,2,1,7.0,0,2,26.25,0.0,0,3,0,2,0,2
537,0,1,0,45.0,0,0,26.55,0.0,1,1,1,5,2,2
538,1,1,1,30.0,0,0,106.425,1.0,0,1,1,2,1,3
539,0,3,0,25.0,0,0,14.5,0.0,0,1,1,1,1,2
540,1,1,1,22.0,0,2,49.5,1.0,1,3,0,2,1,3
541,1,1,1,36.0,0,2,71.0,0.0,1,3,0,2,2,3
542,0,3,1,9.0,4,2,31.275,0.0,0,7,0,2,0,3
543,0,3,1,11.0,4,2,31.275,0.0,0,7,0,2,0,3
544,1,2,0,32.0,1,0,26.0,0.0,0,2,0,1,1,2
545,0,1,0,50.0,1,0,106.425,1.0,1,2,0,1,3,3
546,0,1,0,64.0,0,0,26.0,0.0,0,1,1,1,3,2
547,1,2,1,19.0,1,0,26.0,0.0,0,2,0,3,1,2
548,1,2,0,30.0,0,0,13.8625,1.0,0,1,1,1,1,1
549,0,3,0,33.0,1,1,20.525,0.0,0,3,0,1,2,2
550,1,2,0,8.0,1,1,36.75,0.0,0,3,0,4,0,3
551,1,1,0,17.0,0,2,110.8833,1.0,1,3,0,1,1,3
552,0,2,0,27.0,0,0,26.0,0.0,0,1,1,1,1,2
553,0,3,0,25.0,0,0,7.8292,2.0,0,1,1,1,1,0
554,1,3,0,22.0,0,0,7.225,1.0,0,1,1,1,1,0
555,1,3,1,22.0,0,0,7.775,0.0,0,1,1,2,1,0
556,0,1,0,62.0,0,0,26.55,0.0,0,1,1,1,3,2
557,1,1,1,48.0,1,0,39.6,1.0,1,2,0,5,2,3
558,0,1,0,40.0,0,0,227.525,1.0,0,1,1,1,2,3
559,1,1,1,39.0,1,1,79.65,0.0,1,3,0,3,2,3
560,1,3,1,36.0,1,0,17.4,0.0,0,2,0,3,2,2
561,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
562,0,3,0,40.0,0,0,7.8958,0.0,0,1,1,1,2,0
563,0,2,0,28.0,0,0,13.5,0.0,0,1,1,1,1,1
564,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
565,0,3,1,21.5,0,0,8.05,0.0,0,1,1,2,1,1
566,0,3,0,24.0,2,0,24.15,0.0,0,3,0,1,1,2
567,0,3,0,19.0,0,0,7.8958,0.0,0,1,1,1,1,0
568,0,3,1,29.0,0,4,21.075,0.0,0,5,0,3,1,2
569,0,3,0,25.0,0,0,7.2292,1.0,0,1,1,1,1,0
570,1,3,0,32.0,0,0,7.8542,0.0,0,1,1,1,1,0
571,1,2,0,62.0,0,0,10.5,0.0,0,1,1,1,3,1
572,1,1,1,53.0,2,0,51.4792,0.0,1,3,0,3,3,3
573,1,1,0,36.0,0,0,26.3875,0.0,1,1,1,1,2,2
574,1,3,1,21.5,0,0,7.75,2.0,0,1,1,2,1,0
575,0,3,0,16.0,0,0,8.05,0.0,0,1,1,1,0,1
576,0,3,0,19.0,0,0,14.5,0.0,0,1,1,1,1,2
577,1,2,1,34.0,0,0,13.0,0.0,0,1,1,2,2,1
578,1,1,1,39.0,1,0,55.9,0.0,1,2,0,3,2,3
579,0,3,1,21.5,1,0,14.4583,1.0,0,2,0,3,1,2
580,1,3,0,32.0,0,0,7.925,0.0,0,1,1,1,1,1
581,1,2,1,25.0,1,1,30.0,0.0,0,3,0,2,1,2
582,1,1,1,39.0,1,1,110.8833,1.0,1,3,0,3,2,3
583,0,2,0,54.0,0,0,26.0,0.0,0,1,1,1,3,2
584,0,1,0,36.0,0,0,40.125,1.0,1,1,1,1,2,3
585,0,3,0,25.0,0,0,8.7125,1.0,0,1,1,1,1,1
586,1,1,1,18.0,0,2,79.65,0.0,1,3,0,2,1,3
587,0,2,0,47.0,0,0,15.0,0.0,0,1,1,1,2,2
588,1,1,0,60.0,1,1,79.2,1.0,1,3,0,1,3,3
589,0,3,0,22.0,0,0,8.05,0.0,0,1,1,1,1,1
590,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
591,0,3,0,35.0,0,0,7.125,0.0,0,1,1,1,2,0
592,1,1,1,52.0,1,0,78.2667,1.0,1,2,0,3,3,3
593,0,3,0,47.0,0,0,7.25,0.0,0,1,1,1,2,0
594,0,3,1,21.5,0,2,7.75,2.0,0,3,0,2,1,0
595,0,2,0,37.0,1,0,26.0,0.0,0,2,0,1,2,2
596,0,3,0,36.0,1,1,24.15,0.0,0,3,0,1,2,2
597,1,2,1,28.0,0,0,33.0,0.0,0,1,1,2,1,3
598,0,3,0,49.0,0,0,0.0,0.0,0,1,1,1,3,0
599,0,3,0,25.0,0,0,7.225,1.0,0,1,1,1,1,0
600,1,1,0,49.0,1,0,56.9292,1.0,1,2,0,5,3,3
601,1,2,1,24.0,2,1,27.0,0.0,0,4,0,3,1,2
602,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
603,0,1,0,40.0,0,0,42.4,0.0,0,1,1,1,2,3
604,0,3,0,44.0,0,0,8.05,0.0,0,1,1,1,2,1
605,1,1,0,35.0,0,0,26.55,1.0,0,1,1,1,2,2
606,0,3,0,36.0,1,0,15.55,0.0,0,2,0,1,2,2
607,0,3,0,30.0,0,0,7.8958,0.0,0,1,1,1,1,0
608,1,1,0,27.0,0,0,30.5,0.0,0,1,1,1,1,2
609,1,2,1,22.0,1,2,41.5792,1.0,0,4,0,3,1,3
610,1,1,1,40.0,0,0,153.4625,0.0,1,1,1,2,2,3
611,0,3,1,39.0,1,5,31.275,0.0,0,7,0,3,2,3
612,0,3,0,25.0,0,0,7.05,0.0,0,1,1,1,1,0
613,1,3,1,21.5,1,0,15.5,2.0,0,2,0,2,1,2
614,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
615,0,3,0,35.0,0,0,8.05,0.0,0,1,1,1,2,1
616,1,2,1,24.0,1,2,65.0,0.0,0,4,0,2,1,3
617,0,3,0,34.0,1,1,14.4,0.0,0,3,0,1,2,1
618,0,3,1,26.0,1,0,16.1,0.0,0,2,0,3,1,2
619,1,2,1,4.0,2,1,39.0,0.0,1,4,0,2,0,3
620,0,2,0,26.0,0,0,10.5,0.0,0,1,1,1,1,1
621,0,3,0,27.0,1,0,14.4542,1.0,0,2,0,1,1,1
622,1,1,0,42.0,1,0,52.5542,0.0,1,2,0,1,2,3
623,1,3,0,20.0,1,1,15.7417,1.0,0,3,0,1,1,2
624,0,3,0,21.0,0,0,7.8542,0.0,0,1,1,1,1,0
625,0,3,0,21.0,0,0,16.1,0.0,0,1,1,1,1,2
626,0,1,0,61.0,0,0,32.3208,0.0,1,1,1,1,3,3
627,0,2,0,57.0,0,0,12.35,2.0,0,1,1,5,3,1
628,1,1,1,21.0,0,0,77.9583,0.0,1,1,1,2,1,3
629,0,3,0,26.0,0,0,7.8958,0.0,0,1,1,1,1,0
630,0,3,0,25.0,0,0,7.7333,2.0,0,1,1,1,1,0
631,1,1,0,80.0,0,0,30.0,0.0,1,1,1,1,4,2
632,0,3,0,51.0,0,0,7.0542,0.0,0,1,1,1,3,0
633,1,1,0,32.0,0,0,30.5,1.0,1,1,1,5,1,2
634,0,1,0,40.0,0,0,0.0,0.0,0,1,1,1,2,0
635,0,3,1,9.0,3,2,27.9,0.0,0,6,0,2,0,2
636,1,2,1,28.0,0,0,13.0,0.0,0,1,1,2,1,1
637,0,3,0,32.0,0,0,7.925,0.0,0,1,1,1,1,1
638,0,2,0,31.0,1,1,26.25,0.0,0,3,0,1,1,2
639,0,3,1,41.0,0,5,39.6875,0.0,0,6,0,3,2,3
640,0,3,0,25.0,1,0,16.1,0.0,0,2,0,1,1,2
641,0,3,0,20.0,0,0,7.8542,0.0,0,1,1,1,1,0
642,1,1,1,24.0,0,0,69.3,1.0,1,1,1,2,1,3
643,0,3,1,2.0,3,2,27.9,0.0,0,6,0,2,0,2
644,1,3,0,25.0,0,0,56.4958,0.0,0,1,1,1,1,3
645,1,3,1,0.75,2,1,19.2583,1.0,0,4,0,2,0,2
646,1,1,0,48.0,1,0,76.7292,1.0,1,2,0,1,2,3
647,0,3,0,19.0,0,0,7.8958,0.0,0,1,1,1,1,0
648,1,1,0,56.0,0,0,35.5,1.0,1,1,1,5,3,3
649,0,3,0,25.0,0,0,7.55,0.0,0,1,1,1,1,0
650,1,3,1,23.0,0,0,7.55,0.0,0,1,1,2,1,0
651,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
652,1,2,1,18.0,0,1,23.0,0.0,0,2,0,2,1,2
653,0,3,0,21.0,0,0,8.4333,0.0,0,1,1,1,1,1
654,1,3,1,21.5,0,0,7.8292,2.0,0,1,1,2,1,0
655,0,3,1,18.0,0,0,6.75,2.0,0,1,1,2,1,0
656,0,2,0,24.0,2,0,73.5,0.0,0,3,0,1,1,3
657,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
658,0,3,1,32.0,1,1,15.5,2.0,0,3,0,3,1,2
659,0,2,0,23.0,0,0,13.0,0.0,0,1,1,1,1,1
660,0,1,0,58.0,0,2,113.275,1.0,1,3,0,1,3,3
661,1,1,0,50.0,2,0,133.65,0.0,0,3,0,5,3,3
662,0,3,0,40.0,0,0,7.225,1.0,0,1,1,1,2,0
663,0,1,0,47.0,0,0,25.5875,0.0,1,1,1,1,2,2
664,0,3,0,36.0,0,0,7.4958,0.0,0,1,1,1,2,0
665,1,3,0,20.0,1,0,7.925,0.0,0,2,0,1,1,1
666,0,2,0,32.0,2,0,73.5,0.0,0,3,0,1,1,3
667,0,2,0,25.0,0,0,13.0,0.0,0,1,1,1,1,1
668,0,3,0,25.0,0,0,7.775,0.0,0,1,1,1,1,0
669,0,3,0,43.0,0,0,8.05,0.0,0,1,1,1,2,1
670,1,1,1,35.0,1,0,52.0,0.0,1,2,0,3,2,3
671,1,2,1,40.0,1,1,39.0,0.0,0,3,0,3,2,3
672,0,1,0,31.0,1,0,52.0,0.0,1,2,0,1,1,3
673,0,2,0,70.0,0,0,10.5,0.0,0,1,1,1,4,1
674,1,2,0,31.0,0,0,13.0,0.0,0,1,1,1,1,1
675,0,2,0,30.0,0,0,0.0,0.0,0,1,1,1,1,0
676,0,3,0,18.0,0,0,7.775,0.0,0,1,1,1,1,0
677,0,3,0,24.5,0,0,8.05,0.0,0,1,1,1,1,1
678,1,3,1,18.0,0,0,9.8417,0.0,0,1,1,2,1,1
679,0,3,1,43.0,1,6,46.9,0.0,0,8,0,3,2,3
680,1,1,0,36.0,0,1,512.3292,1.0,1,2,0,1,2,3
681,0,3,1,21.5,0,0,8.1375,2.0,0,1,1,2,1,1
682,1,1,0,27.0,0,0,76.7292,1.0,1,1,1,1,1,3
683,0,3,0,20.0,0,0,9.225,0.0,0,1,1,1,1,1
684,0,3,0,14.0,5,2,46.9,0.0,0,8,0,1,0,3
685,0,2,0,60.0,1,1,39.0,0.0,0,3,0,1,3,3
686,0,2,0,25.0,1,2,41.5792,1.0,0,4,0,1,1,3
687,0,3,0,14.0,4,1,39.6875,0.0,0,6,0,1,0,3
688,0,3,0,19.0,0,0,10.1708,0.0,0,1,1,1,1,1
689,0,3,0,18.0,0,0,7.7958,0.0,0,1,1,1,1,0
690,1,1,1,15.0,0,1,211.3375,0.0,1,2,0,2,0,3
691,1,1,0,31.0,1,0,57.0,0.0,1,2,0,1,1,3
692,1,3,1,4.0,0,1,13.4167,1.0,0,2,0,2,0,1
693,1,3,0,25.0,0,0,56.4958,0.0,0,1,1,1,1,3
694,0,3,0,25.0,0,0,7.225,1.0,0,1,1,1,1,0
695,0,1,0,60.0,0,0,26.55,0.0,0,1,1,5,3,2
696,0,2,0,52.0,0,0,13.5,0.0,0,1,1,1,3,1
697,0,3,0,44.0,0,0,8.05,0.0,0,1,1,1,2,1
698,1,3,1,21.5,0,0,7.7333,2.0,0,1,1,2,1,0
699,0,1,0,49.0,1,1,110.8833,1.0,1,3,0,1,3,3
700,0,3,0,42.0,0,0,7.65,0.0,1,1,1,1,2,0
701,1,1,1,18.0,1,0,227.525,1.0,1,2,0,3,1,3
702,1,1,0,35.0,0,0,26.2875,0.0,1,1,1,1,2,2
703,0,3,1,18.0,0,1,14.4542,1.0,0,2,0,2,1,1
704,0,3,0,25.0,0,0,7.7417,2.0,0,1,1,1,1,0
705,0,3,0,26.0,1,0,7.8542,0.0,0,2,0,1,1,0
706,0,2,0,39.0,0,0,26.0,0.0,0,1,1,1,2,2
707,1,2,1,45.0,0,0,13.5,0.0,0,1,1,3,2,1
708,1,1,0,42.0,0,0,26.2875,0.0,1,1,1,1,2,2
709,1,1,1,22.0,0,0,151.55,0.0,0,1,1,2,1,3
710,1,3,0,25.0,1,1,15.2458,1.0,0,3,0,4,1,2
711,1,1,1,24.0,0,0,49.5042,1.0,1,1,1,2,1,3
712,0,1,0,40.0,0,0,26.55,0.0,1,1,1,1,2,2
713,1,1,0,48.0,1,0,52.0,0.0,1,2,0,1,2,3
714,0,3,0,29.0,0,0,9.4833,0.0,0,1,1,1,1,1
715,0,2,0,52.0,0,0,13.0,0.0,0,1,1,1,3,1
716,0,3,0,19.0,0,0,7.65,0.0,1,1,1,1,1,0
717,1,1,1,38.0,0,0,227.525,1.0,1,1,1,2,2,3
718,1,2,1,27.0,0,0,10.5,0.0,1,1,1,2,1,1
719,0,3,0,25.0,0,0,15.5,2.0,0,1,1,1,1,2
720,0,3,0,33.0,0,0,7.775,0.0,0,1,1,1,2,0
721,1,2,1,6.0,0,1,33.0,0.0,0,2,0,2,0,3
722,0,3,0,17.0,1,0,7.0542,0.0,0,2,0,1,1,0
723,0,2,0,34.0,0,0,13.0,0.0,0,1,1,1,2,1
724,0,2,0,50.0,0,0,13.0,0.0,0,1,1,1,3,1
725,1,1,0,27.0,1,0,53.1,0.0,1,2,0,1,1,3
726,0,3,0,20.0,0,0,8.6625,0.0,0,1,1,1,1,1
727,1,2,1,30.0,3,0,21.0,0.0,0,4,0,3,1,2
728,1,3,1,21.5,0,0,7.7375,2.0,0,1,1,2,1,0
729,0,2,0,25.0,1,0,26.0,0.0,0,2,0,1,1,2
730,0,3,1,25.0,1,0,7.925,0.0,0,2,0,2,1,1
731,1,1,1,29.0,0,0,211.3375,0.0,1,1,1,2,1,3
732,0,3,0,11.0,0,0,18.7875,1.0,0,1,1,1,0,2
733,0,2,0,30.0,0,0,0.0,0.0,0,1,1,1,1,0
734,0,2,0,23.0,0,0,13.0,0.0,0,1,1,1,1,1
735,0,2,0,23.0,0,0,13.0,0.0,0,1,1,1,1,1
736,0,3,0,28.5,0,0,16.1,0.0,0,1,1,1,1,2
737,0,3,1,48.0,1,3,34.375,0.0,0,5,0,3,2,3
738,1,1,0,35.0,0,0,512.3292,1.0,1,1,1,1,2,3
739,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
740,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
741,1,1,0,40.0,0,0,30.0,0.0,1,1,1,1,2,2
742,0,1,0,36.0,1,0,78.85,0.0,1,2,0,1,2,3
743,1,1,1,21.0,2,2,262.375,1.0,1,5,0,2,1,3
744,0,3,0,24.0,1,0,16.1,0.0,0,2,0,1,1,2
745,1,3,0,31.0,0,0,7.925,0.0,0,1,1,1,1,1
746,0,1,0,70.0,1,1,71.0,0.0,1,3,0,5,4,3
747,0,3,0,16.0,1,1,20.25,0.0,0,3,0,1,0,2
748,1,2,1,30.0,0,0,13.0,0.0,0,1,1,2,1,1
749,0,1,0,19.0,1,0,53.1,0.0,1,2,0,1,1,3
750,0,3,0,31.0,0,0,7.75,2.0,0,1,1,1,1,0
751,1,2,1,4.0,1,1,23.0,0.0,0,3,0,2,0,2
752,1,3,0,6.0,0,1,12.475,0.0,1,2,0,4,0,1
753,0,3,0,33.0,0,0,9.5,0.0,0,1,1,1,2,1
754,0,3,0,23.0,0,0,7.8958,0.0,0,1,1,1,1,0
755,1,2,1,48.0,1,2,65.0,0.0,0,4,0,3,2,3
756,1,2,0,0.67,1,1,14.5,0.0,0,3,0,4,0,2
757,0,3,0,28.0,0,0,7.7958,0.0,0,1,1,1,1,0
758,0,2,0,18.0,0,0,11.5,0.0,0,1,1,1,1,1
759,0,3,0,34.0,0,0,8.05,0.0,0,1,1,1,2,1
760,1,1,1,33.0,0,0,86.5,0.0,1,1,1,5,2,3
761,0,3,0,25.0,0,0,14.5,0.0,0,1,1,1,1,2
762,0,3,0,41.0,0,0,7.125,0.0,0,1,1,1,2,0
763,1,3,0,20.0,0,0,7.2292,1.0,0,1,1,1,1,0
764,1,1,1,36.0,1,2,120.0,0.0,1,4,0,3,2,3
